29;i04i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30
30;i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i23,i23i22,i22i21,i21i20,i20i30,i30i40,i40i50
31;i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i24,i24i34,i34i44,i44i54,i54i55,i55i56,i56i66,i66i76,i76i77,i77i67,i67i57
32;i03i02,i02i12,i12i22,i22i32,i32i33,i33i23,i23i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i03,i03i02,i02i12,i12i22
33;i43i42,i42i52,i52i53,i53i43,i43i33,i33i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i33,i33i23,i23i22
34;i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i35,i35i36,i36i46
35;i55i45,i45i44,i44i54,i54i64,i64i63,i63i53,i53i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i76
36;i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i34,i34i44
37;i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i32,i32i33,i33i23,i23i22,i22i21,i21i11,i11i01,i01i00
38;i71i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i31,i31i32,i32i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74
39;i23i13,i13i03,i03i02,i02i12,i12i13,i13i14,i14i24,i24i34,i34i44,i44i43,i43i33,i33i23,i23i22,i22i21,i21i20,i20i30,i30i31,i31i32,i32i33
40;i07i06,i06i16,i16i26,i26i25,i25i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00
41;i67i66,i66i65,i65i55,i55i56,i56i57,i57i47,i47i46,i46i45,i45i35,i35i25,i25i24,i24i34,i34i35,i35i25,i25i24,i24i34,i34i44,i44i54,i54i55
42;i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i15,i15i16,i16i26,i26i36
43;i31i32,i32i33,i33i34,i34i44,i44i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i34
44;i47i37,i37i27,i27i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i13
45;i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i34,i34i44,i44i54,i54i64,i64i63,i63i62,i62i61
46;i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75
47;i22i32,i32i33,i33i34,i34i35,i35i25,i25i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12
48;i51i41,i41i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i62,i62i61,i61i51,i51i52,i52i53,i53i54,i54i64,i64i63,i63i53,i53i43
49;i51i52,i52i53,i53i54,i54i55,i55i45,i45i44,i44i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i43,i43i33,i33i23,i23i13,i13i03
50;i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i32,i32i33,i33i34
51;i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i14,i14i15,i15i05
52;i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66
53;i51i52,i52i62,i62i72,i72i73,i73i74,i74i75,i75i65,i65i55,i55i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i36
54;i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10
55;i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73
56;i53i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i24,i24i23,i23i22,i22i32,i32i42,i42i41
57;i17i07,i07i06,i06i16,i16i26,i26i36,i36i46,i46i45,i45i44,i44i43,i43i42,i42i52,i52i62,i62i61,i61i51,i51i52,i52i62,i62i72,i72i73,i73i74
58;i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i62,i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27
59;i23i13,i13i14,i14i15,i15i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06
60;i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i15,i15i16,i16i17
61;i35i36,i36i46,i46i56,i56i57,i57i47,i47i46,i46i45,i45i35,i35i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i23
62;i31i32,i32i33,i33i34,i34i35,i35i25,i25i24,i24i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i42,i42i52
63;i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i24,i24i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50
64;i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i42,i42i52
65;i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i45,i45i35,i35i25,i25i24,i24i34,i34i44,i44i43,i43i42
66;i24i34,i34i44,i44i43,i43i33,i33i23,i23i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i11,i11i12,i12i22,i22i21
67;i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i74,i74i75
68;i75i65,i65i55,i55i45,i45i35,i35i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i46,i46i45,i45i44,i44i43,i43i42,i42i52
69;i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i53,i53i54,i54i55,i55i45,i45i44,i44i43,i43i33,i33i34,i34i35,i35i25
70;i77i67,i67i66,i66i65,i65i55,i55i45,i45i44,i44i54,i54i55,i55i56,i56i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i66,i66i65
71;i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14,i14i15,i15i16,i16i26,i26i25,i25i24,i24i23,i23i22,i22i32,i32i42,i42i41
72;i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67
73;i43i33,i33i23,i23i13,i13i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i62
74;i20i30,i30i31,i31i21,i21i11,i11i12,i12i13,i13i14,i14i24,i24i34,i34i35,i35i36,i36i37,i37i27,i27i26,i26i25,i25i15,i15i16,i16i17,i17i07
75;i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i23,i23i22,i22i21,i21i20,i20i30,i30i40
76;i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i53,i53i43,i43i33,i33i34,i34i35,i35i36,i36i46,i46i45,i45i35,i35i36,i36i37,i37i27
77;i11i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72
78;i61i51,i51i41,i41i31,i31i32,i32i42,i42i52,i52i53,i53i54,i54i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26
79;i24i34,i34i44,i44i43,i43i33,i33i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i53,i53i54
80;i00i10,i10i11,i11i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i62,i62i72,i72i73,i73i63,i63i53,i53i43,i43i42,i42i41
81;i25i24,i24i23,i23i22,i22i32,i32i42,i42i41,i41i31,i31i21,i21i20,i20i30,i30i31,i31i21,i21i11,i11i12,i12i22,i22i21,i21i11,i11i12,i12i13
82;i00i10,i10i11,i11i12,i12i13,i13i14,i14i24,i24i23,i23i13,i13i14,i14i24,i24i34,i34i44,i44i43,i43i42,i42i52,i52i53,i53i54,i54i55,i55i56
83;i14i24,i24i23,i23i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04
84;i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i32
85;i33i23,i23i22,i22i32,i32i33,i33i23,i23i22,i22i32,i32i33,i33i23,i23i13,i13i14,i14i24,i24i34,i34i35,i35i36,i36i46,i46i56,i56i57,i57i47
86;i27i26,i26i25,i25i24,i24i34,i34i44,i44i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i23,i23i13,i13i14,i14i15,i15i16,i16i26,i26i36,i36i37
87;i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14,i14i15,i15i16,i16i26,i26i25,i25i15,i15i16,i16i26,i26i25,i25i15,i15i05,i05i04
88;i00i10,i10i11,i11i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74
89;i73i63,i63i53,i53i43,i43i33,i33i34,i34i44,i44i43,i43i42,i42i41,i41i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21
90;i34i44,i44i43,i43i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i53,i53i43,i43i42,i42i41,i41i40,i40i50,i50i60
91;i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i24,i24i23
92;i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05
93;i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i35,i35i36,i36i46,i46i56,i56i66,i66i65,i65i55,i55i56,i56i57
94;i24i34,i34i35,i35i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i21
95;i37i27,i27i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07
96;i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53
97;i44i54,i54i64,i64i63,i63i53,i53i43,i43i33,i33i34,i34i35,i35i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i12
98;i62i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i23,i23i22,i22i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i41
99;i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i23,i23i22,i22i21,i21i11,i11i12,i12i13,i13i03,i03i02,i02i01
100;i63i62,i62i61,i61i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54,i54i64,i64i63,i63i53,i53i54,i54i64
101;i51i52,i52i62,i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i63,i63i53,i53i43,i43i33,i33i34,i34i44,i44i43
102;i63i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i62,i62i72,i72i73,i73i63,i63i62,i62i72,i72i73
103;i37i27,i27i26,i26i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i61
104;i25i24,i24i34,i34i44,i44i43,i43i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75
105;i47i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i43,i43i42,i42i41,i41i31
106;i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54
107;i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i24,i24i23,i23i22,i22i21,i21i20,i20i30,i30i40
108;i17i07,i07i06,i06i16,i16i26,i26i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74
109;i23i22,i22i32,i32i33,i33i34,i34i44,i44i43,i43i33,i33i23,i23i22,i22i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i51
110;i64i63,i63i53,i53i43,i43i42,i42i52,i52i53,i53i43,i43i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61
111;i10i11,i11i12,i12i13,i13i14,i14i24,i24i34,i34i35,i35i25,i25i15,i15i16,i16i26,i26i25,i25i15,i15i16,i16i26,i26i36,i36i46,i46i45,i45i44
112;i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i74,i74i75,i75i65,i65i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i26,i26i36
113;i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i35,i35i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14,i14i15
114;i67i66,i66i65,i65i55,i55i45,i45i35,i35i36,i36i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i66,i66i65,i65i55,i55i56,i56i57,i57i47,i47i46
115;i73i63,i63i62,i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i36,i36i37,i37i27,i27i17,i17i07
116;i53i54,i54i55,i55i45,i45i35,i35i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i34
117;i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75
118;i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04
119;i44i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i56,i56i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i26,i26i36,i36i46,i46i45
120;i33i23,i23i22,i22i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i53,i53i54,i54i64,i64i63,i63i53,i53i54,i54i55,i55i45,i45i44,i44i54
121;i43i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i33,i33i34,i34i44,i44i54,i54i64,i64i63,i63i62,i62i72,i72i73,i73i63,i63i62
122;i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i62,i62i61,i61i51,i51i52,i52i53,i53i43,i43i33,i33i34,i34i44,i44i54,i54i64,i64i74,i74i75
123;i50i51,i51i52,i52i53,i53i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i23,i23i13,i13i14,i14i15,i15i05,i05i04,i04i14,i14i15,i15i05,i05i04
124;i55i45,i45i35,i35i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i24,i24i23,i23i13,i13i14,i14i15,i15i16,i16i17,i17i07
125;i63i62,i62i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i64
126;i32i42,i42i41,i41i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i53,i53i43,i43i33,i33i23,i23i13
127;i12i22,i22i32,i32i42,i42i52,i52i62,i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i44,i44i43,i43i42
128;i21i11,i11i12,i12i22,i22i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i41,i41i31,i31i32,i32i33,i33i34,i34i35,i35i25,i25i24,i24i34,i34i35
129;i51i41,i41i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i33,i33i34,i34i35,i35i25,i25i24,i24i34,i34i35,i35i36,i36i46,i46i45,i45i44,i44i43
130;i44i54,i54i55,i55i45,i45i35,i35i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27
131;i30i31,i31i32,i32i42,i42i41,i41i31,i31i32,i32i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i55
132;i32i33,i33i23,i23i13,i13i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00
133;i14i24,i24i34,i34i44,i44i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17
134;i26i25,i25i24,i24i34,i34i44,i44i54,i54i55,i55i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05
135;i06i16,i16i26,i26i25,i25i24,i24i34,i34i35,i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14
136;i00i10,i10i11,i11i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i62,i62i61,i61i51,i51i52,i52i53,i53i43,i43i33,i33i23
137;i35i25,i25i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i32,i32i33,i33i34,i34i44,i44i43,i43i33,i33i34,i34i35,i35i36,i36i37,i37i27
138;i46i56,i56i66,i66i65,i65i64,i64i63,i63i62,i62i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10
139;i53i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i43,i43i42,i42i41,i41i31,i31i32,i32i33,i33i34,i34i35,i35i36,i36i37,i37i27
140;i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i31
141;i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i14,i14i15,i15i16,i16i26,i26i25,i25i15,i15i16
142;i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i44,i44i43,i43i33,i33i34,i34i44,i44i43
143;i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i53,i53i43,i43i42,i42i41,i41i40,i40i50
144;i20i30,i30i40,i40i50,i50i51,i51i52,i52i62,i62i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i23,i23i22,i22i32,i32i42,i42i52,i52i53,i53i54
